,total_images,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,airports_nearest,cityCenters_nearest,parks_around3000,parks_nearest,ponds_around3000,ponds_nearest
218,9,4600000.0,50.0,2,,9.0,32.0,7,,False,False,6.0,,43033.0,15537.0,0.0,,0.0,
219,13,7000000.0,83.1,4,3.05,6.0,56.5,4,,False,False,8.9,,24654.0,4873.0,0.0,,0.0,
220,19,7400000.0,69.2,3,,12.0,43.78,12,,False,False,7.06,,12952.0,14258.0,1.0,162.0,1.0,745.0
221,10,3400000.0,29.9,1,2.5,5.0,15.4,5,,False,False,7.2,,44734.0,13846.0,0.0,,0.0,
222,19,12500000.0,85.0,3,3.7,6.0,56.5,6,,False,False,22.0,,27084.0,5777.0,2.0,516.0,1.0,36.0
223,11,7300000.0,65.0,2,,12.0,30.04,2,,False,False,10.2,5.0,18621.0,17623.0,1.0,1510.0,2.0,372.0
224,8,5150000.0,55.4,3,,5.0,40.4,3,,False,False,5.0,,29535.0,8382.0,2.0,519.0,0.0,
225,20,25000000.0,140.0,3,2.8,25.0,60.0,21,,False,False,30.0,4.0,37199.0,12721.0,0.0,,0.0,
226,10,4110000.0,41.0,3,2.5,5.0,28.4,2,,False,False,5.3,,11813.0,10742.0,0.0,,1.0,178.0
227,14,21000000.0,96.0,2,3.0,7.0,20.0,1,,False,False,36.0,2.0,23843.0,2391.0,0.0,,3.0,418.0
228,6,4600000.0,40.0,1,2.65,17.0,18.0,2,,False,False,11.4,2.0,14932.0,11348.0,1.0,36.0,1.0,274.0
229,8,5800000.0,66.0,3,2.7,9.0,42.0,8,,False,False,8.5,,51048.0,16376.0,0.0,,1.0,1079.0
230,6,4100000.0,41.5,1,2.7,17.0,16.5,14,,False,False,11.7,2.0,17209.0,16005.0,1.0,557.0,2.0,830.0
231,8,4100000.0,36.8,1,2.6,10.0,17.7,6,,False,False,8.3,1.0,36614.0,12325.0,0.0,,0.0,
232,14,3800000.0,36.5,1,,16.0,16.3,12,,False,False,9.0,,33562.0,14660.0,0.0,,1.0,1021.0
233,13,8500000.0,103.8,4,,5.0,74.6,3,,False,False,9.5,,13398.0,9120.0,0.0,,0.0,
234,10,6760000.0,70.5,3,2.65,16.0,42.4,10,,False,False,10.8,,36382.0,11581.0,0.0,,1.0,794.0
235,10,8700000.0,71.0,2,3.0,25.0,33.0,19,False,False,False,14.2,2.0,51468.0,15925.0,0.0,,1.0,314.0
236,10,3900000.0,41.3,2,2.55,5.0,,3,,False,False,,,40806.0,11738.0,1.0,488.0,0.0,
237,12,4000000.0,37.0,1,,9.0,17.8,9,,False,False,8.3,0.0,34517.0,15561.0,1.0,421.0,3.0,381.0
238,12,4200000.0,43.0,2,,5.0,28.0,3,,False,False,5.1,0.0,10989.0,9421.0,0.0,,0.0,
239,15,5990000.0,54.0,2,,36.0,21.4,28,,False,False,18.7,1.0,18732.0,20444.0,0.0,,3.0,80.0
240,7,12789000.0,79.3,2,3.0,8.0,43.1,5,False,False,False,17.6,,39393.0,11096.0,1.0,537.0,0.0,
241,20,5900000.0,65.3,3,2.5,9.0,42.7,4,False,False,False,9.9,,14908.0,14667.0,2.0,106.0,0.0,
242,5,5390000.0,68.0,3,2.5,5.0,45.0,3,False,False,False,7.0,1.0,10809.0,14388.0,1.0,540.0,1.0,564.0
243,12,4370000.0,55.0,3,,2.0,38.0,2,,False,False,5.0,1.0,21399.0,23111.0,0.0,,1.0,758.0
244,0,3600000.0,45.0,2,,9.0,28.0,6,,False,False,7.0,2.0,32193.0,12786.0,0.0,,0.0,
245,2,11400000.0,81.2,3,,3.0,45.7,2,,False,False,14.3,0.0,23128.0,2669.0,0.0,,3.0,611.0
246,8,4125000.0,37.5,1,2.55,9.0,14.6,2,,False,False,8.4,,32668.0,13832.0,0.0,,0.0,
247,20,5812413.0,89.7,3,,23.0,47.0,14,,False,False,16.5,0.0,22212.0,17399.0,0.0,,1.0,233.0
248,10,10850000.0,72.0,2,2.75,21.0,35.0,15,,False,False,18.0,2.0,43058.0,13495.0,1.0,508.0,0.0,
249,1,40662000.0,151.0,3,,8.0,85.0,3,,False,False,23.0,1.0,33255.0,5975.0,1.0,630.0,3.0,100.0
250,14,3050000.0,30.4,1,2.52,5.0,18.0,2,,False,False,5.3,1.0,11940.0,10602.0,0.0,,1.0,492.0
251,10,4250000.0,37.0,1,2.7,16.0,18.5,2,,False,False,10.0,,32969.0,14133.0,1.0,301.0,2.0,240.0
252,2,5600000.0,41.41,1,,13.0,12.3,10,,False,False,11.24,,35966.0,11487.0,0.0,,3.0,363.0
253,10,6800000.0,67.0,3,2.5,10.0,42.8,1,,False,False,8.3,2.0,45510.0,16601.0,1.0,385.0,0.0,
254,7,5200000.0,52.0,2,,12.0,30.5,12,,False,False,9.0,1.0,34636.0,12010.0,0.0,,0.0,
255,5,14200000.0,178.0,5,3.3,4.0,126.6,2,,False,False,19.4,,24287.0,2835.0,0.0,,3.0,257.0
256,5,3100000.0,30.0,1,2.6,5.0,17.0,3,,False,False,5.5,,12810.0,9642.0,0.0,,0.0,
257,5,4900000.0,38.5,1,2.7,25.0,18.0,7,,False,False,10.2,1.0,42067.0,10001.0,0.0,,0.0,
258,14,11500000.0,98.0,3,2.65,3.0,88.0,3,False,False,False,,1.0,39363.0,13270.0,0.0,,0.0,
259,17,5300000.0,58.7,2,2.75,23.0,32.7,9,,False,False,11.8,2.0,22219.0,17547.0,0.0,,1.0,144.0
260,11,6950000.0,77.0,3,,5.0,40.0,3,,False,False,13.3,,25019.0,3349.0,2.0,471.0,0.0,
261,1,3400000.0,38.7,1,,12.0,16.5,3,,False,False,10.0,,19826.0,21538.0,0.0,,1.0,667.0
262,10,3997000.0,57.0,3,,5.0,37.0,1,,False,False,6.0,0.0,45487.0,15517.0,0.0,,0.0,
263,4,4850000.0,60.6,3,2.55,9.0,44.0,6,False,False,False,7.0,1.0,14803.0,11390.0,0.0,,1.0,847.0
264,15,6800000.0,57.8,3,2.8,5.0,33.7,4,,False,False,9.7,,21545.0,1166.0,1.0,803.0,2.0,22.0
265,6,6800000.0,61.8,2,,19.0,34.2,3,,False,False,10.6,4.0,30187.0,11313.0,1.0,401.0,1.0,699.0
266,0,5000000.0,60.2,3,2.55,9.0,43.0,9,,False,False,6.4,2.0,11361.0,15727.0,0.0,,0.0,
267,6,7410000.0,70.0,2,,12.0,,5,,False,False,,,23756.0,5384.0,1.0,2295.0,1.0,534.0
268,8,2480000.0,27.11,0,,17.0,24.75,4,,True,False,,2.0,38171.0,15015.0,0.0,,2.0,982.0
269,1,3700000.0,35.6,1,,10.0,17.0,9,,False,False,7.0,1.0,17944.0,11212.0,0.0,,0.0,
270,20,4200000.0,35.0,1,2.7,25.0,15.0,24,,False,False,9.0,,43390.0,12148.0,0.0,,0.0,
271,17,7000000.0,52.4,1,2.6,17.0,17.7,2,,False,False,17.7,2.0,32127.0,12719.0,0.0,,0.0,
272,5,4200000.0,47.5,2,2.7,9.0,28.0,5,,False,False,8.0,2.0,32218.0,13037.0,0.0,,0.0,
273,5,5500000.0,45.0,2,2.5,9.0,30.0,2,,False,False,6.0,,19346.0,10878.0,1.0,783.0,1.0,639.0
274,13,12084000.0,86.6,3,,13.0,,6,,False,False,,,37412.0,8370.0,1.0,392.0,2.0,359.0
275,7,4990000.0,58.0,3,2.5,9.0,35.0,5,,False,False,6.2,2.0,50515.0,15843.0,0.0,,0.0,
276,6,12500000.0,96.0,4,3.2,4.0,70.9,4,,False,False,9.2,,22986.0,2528.0,0.0,,0.0,
277,5,6550000.0,53.0,2,3.5,5.0,31.0,4,False,False,False,7.0,0.0,21397.0,1429.0,1.0,468.0,2.0,155.0
278,6,4250000.0,42.0,1,,19.0,18.0,13,False,False,False,13.0,0.0,27472.0,13190.0,1.0,182.0,1.0,297.0
279,5,3490000.0,54.7,3,2.5,5.0,37.7,1,False,False,False,5.1,0.0,16950.0,16858.0,0.0,,1.0,660.0
280,6,7950000.0,51.6,1,,10.0,12.7,10,,False,False,23.1,2.0,23562.0,7508.0,1.0,287.0,1.0,670.0
281,20,8500000.0,65.0,3,2.55,7.0,43.0,2,,False,False,7.5,,28927.0,7866.0,2.0,15.0,3.0,293.0
282,4,9788348.0,70.8,2,,,38.4,12,,False,False,10.63,0.0,37364.0,8322.0,2.0,309.0,2.0,706.0
283,13,5200000.0,51.0,2,2.55,9.0,32.0,5,,False,False,6.0,,48522.0,16360.0,0.0,,0.0,
284,20,4200000.0,42.4,1,2.5,10.0,17.0,2,False,False,False,10.8,2.0,13492.0,16084.0,0.0,,0.0,
285,15,4700000.0,59.0,3,2.5,9.0,38.5,7,,False,False,7.0,2.0,49178.0,16848.0,1.0,505.0,0.0,
286,1,5150000.0,50.0,2,3.1,4.0,28.5,3,,False,False,8.5,0.0,31662.0,4986.0,2.0,215.0,2.0,819.0
287,15,66571000.0,280.3,6,5.2,8.0,159.5,7,,False,False,21.1,0.0,26316.0,6655.0,3.0,187.0,1.0,616.0
288,17,4900000.0,69.3,2,,5.0,34.0,4,,False,False,11.33,1.0,47589.0,25200.0,1.0,453.0,0.0,
289,19,15900000.0,85.0,3,,20.0,,2,,False,False,,,43269.0,13145.0,1.0,417.0,0.0,
290,9,7000000.0,69.0,2,2.64,17.0,34.6,1,,False,False,14.0,,32796.0,11871.0,1.0,388.0,0.0,
291,5,4100000.0,41.6,1,2.7,17.0,16.5,12,False,False,False,11.7,1.0,17209.0,16005.0,1.0,557.0,2.0,830.0
292,10,6800000.0,77.2,3,2.6,18.0,47.4,3,False,False,False,13.5,2.0,14861.0,12449.0,0.0,,0.0,
293,17,4900000.0,33.5,1,2.7,18.0,17.3,2,,False,False,8.6,1.0,16501.0,10163.0,1.0,635.0,1.0,741.0
294,10,5700000.0,68.7,2,2.64,17.0,34.6,12,,False,False,14.2,1.0,32796.0,11871.0,1.0,388.0,0.0,
295,1,6910000.0,62.7,3,2.55,10.0,,7,,False,False,,,33813.0,14114.0,0.0,,1.0,782.0
296,20,4950000.0,48.2,2,,9.0,30.0,7,,False,False,6.0,,32331.0,9409.0,1.0,653.0,1.0,749.0
297,1,16512000.0,103.2,3,,11.0,55.7,5,,False,False,19.5,2.0,28399.0,7101.0,2.0,290.0,3.0,221.0
298,7,3700000.0,40.9,1,,22.0,13.0,9,,False,False,11.4,1.0,15377.0,13486.0,0.0,,1.0,825.0
299,6,13500000.0,118.3,4,2.78,20.0,60.0,7,,False,False,16.5,5.0,42751.0,12627.0,1.0,538.0,0.0,
300,0,7050000.0,78.0,3,,5.0,54.0,3,,False,False,8.0,1.0,21868.0,10779.0,3.0,226.0,0.0,
301,5,6300000.0,46.5,1,2.8,5.0,30.0,4,,False,False,12.0,,24608.0,4827.0,1.0,798.0,0.0,
302,10,6570000.0,43.0,1,2.5,24.0,20.0,4,,False,False,15.0,,11827.0,11459.0,0.0,,0.0,
303,14,10000000.0,70.0,2,3.45,6.0,40.0,6,,False,False,20.0,,23605.0,3172.0,0.0,,1.0,701.0
304,18,10000000.0,97.8,3,2.7,25.0,47.3,6,False,False,False,13.2,5.0,48669.0,15277.0,0.0,,0.0,
305,15,5400000.0,70.4,3,2.8,6.0,41.8,2,,False,False,10.5,,42996.0,8512.0,1.0,680.0,0.0,
306,8,6650000.0,73.0,2,,4.0,49.0,4,,False,False,,0.0,20505.0,3621.0,3.0,416.0,1.0,638.0
307,20,8900000.0,66.1,3,2.75,11.0,43.6,5,,False,False,17.2,1.0,33933.0,15032.0,1.0,412.0,3.0,360.0
308,18,95000000.0,216.0,4,3.0,5.0,86.0,4,,False,False,77.0,,21740.0,436.0,2.0,138.0,3.0,620.0
309,15,5100000.0,60.5,2,,18.0,29.8,10,,False,False,13.8,1.0,42534.0,21823.0,0.0,,0.0,
310,1,10400000.0,104.0,5,3.5,6.0,70.0,4,,False,False,14.0,0.0,21773.0,2074.0,1.0,637.0,1.0,145.0
311,11,13460000.0,136.2,4,3.0,6.0,99.5,5,,False,False,10.2,,25997.0,4699.0,1.0,816.0,1.0,1251.0
312,11,8351000.0,60.7,2,2.77,25.0,34.1,8,,False,False,12.3,,13594.0,16186.0,0.0,,0.0,
313,13,5100000.0,55.15,2,,5.0,35.0,1,,False,False,7.8,0.0,14620.0,8098.0,0.0,,0.0,
314,7,4157000.0,60.2,3,,9.0,43.4,1,,False,False,6.3,0.0,12815.0,11537.0,1.0,648.0,0.0,
315,0,11250000.0,71.0,2,,3.0,43.0,3,,False,False,8.0,0.0,21566.0,1217.0,0.0,,3.0,228.0
316,12,3950000.0,54.5,3,2.5,5.0,35.0,1,,False,False,7.0,,22976.0,13591.0,1.0,606.0,0.0,
317,19,4500000.0,58.0,2,,16.0,31.1,2,,False,False,10.0,1.0,18867.0,22291.0,0.0,,1.0,733.0
318,9,5600000.0,48.0,2,,21.0,27.5,7,,False,False,10.5,,35055.0,16219.0,0.0,,1.0,818.0
319,5,90000000.0,225.0,6,,4.0,134.0,2,,False,False,19.5,2.0,32864.0,5720.0,0.0,,2.0,519.0
320,5,3700000.0,34.0,1,2.5,9.0,17.6,9,,False,False,7.7,,28185.0,11382.0,1.0,152.0,0.0,
321,8,6260000.0,43.3,1,,8.0,,5,,False,False,,,39946.0,10720.0,1.0,2102.0,3.0,303.0
322,8,16500000.0,92.2,3,2.87,24.0,62.4,20,,False,False,11.0,0.0,30706.0,7877.0,0.0,,2.0,318.0
323,20,4150000.0,41.3,3,2.5,5.0,30.8,5,,False,False,5.5,,13202.0,9912.0,1.0,460.0,1.0,246.0
324,20,6800000.0,65.53,3,,2.0,47.7,2,,False,False,5.8,,39533.0,11236.0,2.0,596.0,0.0,
325,14,6800000.0,71.3,3,2.66,16.0,43.0,10,,False,False,10.8,2.0,33914.0,13060.0,1.0,604.0,0.0,
326,16,11700000.0,68.1,2,,17.0,35.4,10,,False,False,15.4,,39115.0,12291.0,1.0,328.0,0.0,
327,18,6300000.0,53.3,1,2.8,10.0,22.6,4,False,False,False,11.7,2.0,36873.0,15025.0,0.0,,2.0,753.0
328,15,4200000.0,57.0,3,2.5,5.0,40.0,2,,False,False,6.0,,19455.0,18458.0,1.0,534.0,1.0,518.0
329,13,5500000.0,54.0,2,3.0,10.0,,1,,False,False,10.0,,38642.0,12548.0,0.0,,0.0,
330,0,5200000.0,45.1,1,2.5,10.0,20.1,8,,False,False,12.2,,34631.0,14499.0,0.0,,1.0,987.0
331,6,4300000.0,50.0,2,,12.0,30.5,3,,False,False,7.0,0.0,51149.0,13478.0,3.0,558.0,1.0,384.0
332,7,6800000.0,90.0,3,2.6,9.0,43.3,1,False,False,False,25.0,0.0,35151.0,12065.0,0.0,,1.0,837.0
333,15,5900000.0,67.4,3,2.5,9.0,48.5,8,,False,False,6.2,,47531.0,20410.0,0.0,,0.0,
334,16,12500000.0,130.0,5,3.0,7.0,82.0,5,,False,False,8.7,4.0,40277.0,8970.0,3.0,167.0,0.0,
335,13,9500000.0,100.0,4,2.75,15.0,60.9,6,,False,False,10.5,2.0,49888.0,16139.0,1.0,472.0,0.0,
336,13,3250000.0,40.0,1,,10.0,,1,,False,False,,,47057.0,25619.0,1.0,159.0,1.0,1250.0
337,4,7500000.0,78.0,3,3.2,5.0,47.8,3,,False,False,10.5,1.0,19300.0,14000.0,2.0,19.0,1.0,58.0
338,13,4847000.0,39.1,1,2.65,12.0,20.1,2,,False,False,8.4,,32874.0,13973.0,0.0,,1.0,192.0
339,9,4700000.0,23.8,1,,18.0,20.0,9,,False,False,5.0,,9731.0,11849.0,0.0,,0.0,
340,0,6000001.0,25.0,1,3.0,5.0,,5,False,False,False,,,25169.0,3871.0,1.0,207.0,1.0,776.0
341,13,8000000.0,71.7,3,2.65,9.0,48.2,3,False,False,False,9.0,2.0,29615.0,6987.0,0.0,,3.0,369.0
342,6,9411080.0,81.13,3,2.9,24.0,50.25,6,,False,False,14.2,,11312.0,10944.0,0.0,,0.0,
343,14,5300000.0,38.0,1,2.64,18.0,16.0,14,,False,False,9.0,,12960.0,12342.0,1.0,498.0,1.0,128.0
344,11,2999000.0,33.5,1,2.0,15.0,17.5,6,,False,False,6.5,,33972.0,11746.0,1.0,520.0,1.0,949.0
345,1,4700000.0,61.3,2,2.75,18.0,26.0,6,False,False,False,13.8,1.0,41924.0,21240.0,0.0,,0.0,
346,18,4900000.0,56.4,3,2.7,5.0,36.0,5,,False,False,7.6,,47041.0,15186.0,1.0,516.0,1.0,741.0
347,13,7680000.0,83.1,3,,3.0,50.9,3,,False,False,10.3,,22017.0,1803.0,0.0,,2.0,50.0
348,7,3120000.0,32.4,1,2.5,9.0,17.9,2,,False,False,6.2,,51708.0,16890.0,0.0,,1.0,689.0
349,10,8100000.0,70.8,3,2.84,7.0,49.5,4,,False,False,8.6,0.0,25783.0,4358.0,2.0,498.0,0.0,
350,5,4080000.0,43.0,2,,16.0,24.7,8,False,False,False,12.5,1.0,29193.0,6565.0,1.0,645.0,1.0,579.0
351,9,5950000.0,42.0,1,2.85,13.0,18.0,9,,False,False,12.0,,32869.0,8628.0,2.0,161.0,0.0,
352,3,8945261.0,67.7,2,3.3,16.0,38.95,9,,False,False,9.9,,37434.0,8460.0,1.0,441.0,2.0,427.0
353,20,7000000.0,54.4,2,2.75,18.0,29.6,10,,False,False,8.6,2.0,11187.0,13491.0,0.0,,0.0,
354,13,9300000.0,106.9,1,3.1,4.0,38.6,2,,False,False,10.0,0.0,44056.0,15759.0,1.0,769.0,3.0,61.0
355,7,4160000.0,50.0,2,,25.0,18.0,17,,False,False,12.5,0.0,22306.0,17634.0,0.0,,1.0,132.0
356,1,8107000.0,73.7,2,2.59,24.0,33.260002,3,False,False,False,14.5,1.0,35003.0,10852.0,0.0,,1.0,342.0
357,0,4600000.0,51.0,2,2.65,16.0,29.0,7,,False,False,10.2,1.0,13770.0,11764.0,0.0,,0.0,
358,3,8400000.0,64.4,2,2.75,18.0,31.5,6,False,False,False,17.2,2.0,17441.0,8092.0,0.0,,0.0,
359,1,5026719.0,64.6,2,2.75,23.0,31.9,9,,False,False,15.5,0.0,21793.0,17121.0,0.0,,1.0,31.0
360,1,15300000.0,113.1,2,3.0,6.0,48.2,2,,False,False,23.1,0.0,24884.0,3432.0,2.0,635.0,1.0,547.0
361,14,6275000.0,71.6,3,,12.0,43.1,9,,False,False,10.9,,28583.0,11537.0,0.0,,1.0,656.0
362,12,8600000.0,100.0,3,,5.0,42.5,2,,False,False,31.0,1.0,13836.0,8839.0,0.0,,0.0,
363,16,5270000.0,56.7,3,2.5,5.0,42.0,3,,False,False,5.1,,14738.0,13279.0,1.0,580.0,1.0,268.0
364,20,65000000.0,365.0,7,2.9,7.0,,7,,False,False,,,19827.0,1690.0,3.0,378.0,3.0,58.0
365,13,3500000.0,38.0,2,,9.0,,8,,False,False,,0.0,11058.0,12575.0,0.0,,0.0,
366,8,9150000.0,86.0,3,2.8,17.0,55.0,4,,False,False,13.0,,35181.0,11592.0,0.0,,2.0,1026.0
367,17,10300000.0,64.6,2,2.8,25.0,31.5,21,,False,False,15.5,1.0,28841.0,11062.0,1.0,494.0,1.0,527.0
368,10,4900000.0,40.0,1,2.75,24.0,18.0,24,,False,False,11.0,2.0,37781.0,14657.0,0.0,,0.0,
369,18,4500000.0,38.6,1,2.7,17.0,20.0,15,,False,False,10.6,1.0,33686.0,13554.0,0.0,,0.0,
370,10,13900000.0,165.0,5,,5.0,114.0,4,,False,False,13.0,0.0,25709.0,4284.0,3.0,248.0,1.0,723.0
371,10,8150000.0,60.0,2,2.7,14.0,34.6,2,False,False,False,9.2,1.0,34939.0,10841.0,0.0,,3.0,616.0
372,20,8200000.0,70.0,2,,13.0,40.0,7,,False,False,11.0,,27573.0,9436.0,1.0,714.0,0.0,
373,7,4300000.0,44.0,2,,5.0,28.3,2,,False,False,5.9,1.0,15674.0,8555.0,1.0,494.0,0.0,
374,20,4200000.0,38.3,1,2.6,16.0,19.8,10,,False,False,10.1,2.0,,,,,,
375,6,4500000.0,42.0,1,,10.0,19.0,8,,False,False,9.0,,11312.0,12232.0,0.0,,0.0,
376,18,3950000.0,33.2,1,2.5,12.0,18.1,4,,False,False,6.3,2.0,47888.0,16830.0,0.0,,0.0,
377,12,5600000.0,53.7,2,2.5,12.0,48.3,5,,False,False,7.0,2.0,50477.0,13252.0,2.0,220.0,1.0,1250.0
378,5,3250000.0,32.0,1,2.5,9.0,18.0,6,,False,False,6.0,,36587.0,9858.0,1.0,802.0,0.0,
379,11,9899000.0,101.0,3,3.0,5.0,62.0,3,,False,False,15.0,,,,,,,
380,12,22000000.0,110.0,2,3.2,5.0,66.0,4,False,False,False,13.0,0.0,23192.0,2102.0,3.0,288.0,3.0,571.0
381,4,16500000.0,142.0,5,,4.0,95.0,4,,False,False,18.0,,19896.0,2970.0,1.0,515.0,2.0,51.0
382,9,5100000.0,44.0,1,2.6,16.0,17.0,11,False,False,False,10.0,2.0,47574.0,16964.0,0.0,,0.0,
383,7,3650000.0,46.6,2,2.5,5.0,,3,False,False,False,6.0,2.0,40249.0,12753.0,0.0,,0.0,
384,18,35000000.0,135.0,3,,15.0,60.0,9,,False,False,23.4,0.0,27179.0,5881.0,1.0,601.0,0.0,
385,14,5250000.0,41.0,1,2.8,16.0,16.8,5,,False,False,9.5,1.0,44881.0,17385.0,1.0,192.0,0.0,
386,18,15000000.0,187.3,5,2.56,16.0,112.4,1,,False,False,16.2,,19891.0,21603.0,0.0,,1.0,853.0
387,1,12036000.0,100.0,3,,16.0,52.0,3,,False,False,11.0,1.0,37407.0,8434.0,1.0,456.0,2.0,454.0
388,16,5000000.0,42.4,2,2.7,9.0,26.0,5,,False,False,8.2,2.0,44474.0,11110.0,1.0,170.0,1.0,335.0
389,1,4200000.0,64.5,3,2.8,4.0,50.64,1,,False,False,6.0,,20463.0,15264.0,3.0,366.0,1.0,547.0
390,12,15800000.0,130.0,5,,5.0,83.0,2,,False,False,14.0,,22970.0,4235.0,1.0,632.0,1.0,225.0
391,9,6100000.0,60.7,2,2.77,25.0,30.5,2,False,False,False,9.2,,33626.0,13495.0,0.0,,0.0,
392,9,6000000.0,57.4,2,,23.0,27.9,21,,False,False,11.4,,48847.0,16685.0,0.0,,0.0,
393,8,3600000.0,42.4,2,2.5,5.0,28.0,3,,False,False,5.5,1.0,10876.0,11285.0,0.0,,1.0,799.0
394,16,4950000.0,50.0,2,2.65,16.0,26.5,11,,False,False,11.0,,31962.0,12471.0,0.0,,0.0,
395,7,4150000.0,45.0,2,,5.0,28.0,4,,False,False,6.0,0.0,10792.0,12234.0,1.0,643.0,1.0,833.0
396,12,5500000.0,55.0,2,,16.0,32.5,14,,False,False,10.0,0.0,38185.0,13082.0,1.0,511.0,1.0,705.0
397,19,3910000.0,39.9,1,,25.0,17.3,22,,False,False,11.6,,23314.0,11905.0,1.0,909.0,1.0,738.0
398,4,7250000.0,61.0,2,3.3,6.0,35.0,4,,False,False,8.0,,20260.0,15061.0,3.0,291.0,1.0,1002.0
399,6,4300000.0,46.0,2,2.65,5.0,30.0,3,False,False,False,6.0,2.0,19026.0,13092.0,0.0,,0.0,
400,17,25990000.0,133.9,4,3.6,3.0,74.99,3,,False,False,19.2,,23843.0,2391.0,0.0,,3.0,418.0
401,10,5300000.0,57.0,2,2.5,9.0,29.9,5,,False,False,8.0,,47677.0,16136.0,0.0,,0.0,
402,0,4950000.0,37.0,1,,9.0,17.0,2,False,False,False,12.0,2.0,9655.0,13255.0,1.0,980.0,1.0,1093.0
403,10,3900000.0,39.0,1,2.5,9.0,17.0,9,,False,False,6.0,2.0,48100.0,16081.0,0.0,,0.0,
404,8,8400000.0,72.0,2,,24.0,37.4,20,,False,False,14.0,,36553.0,14693.0,0.0,,0.0,
405,6,33300000.0,109.3,2,3.1,6.0,,5,,False,False,28.6,2.0,32859.0,5951.0,1.0,784.0,3.0,103.0
406,1,3019260.0,34.0,1,2.75,23.0,15.5,22,,False,False,9.7,0.0,21793.0,17121.0,0.0,,1.0,31.0
407,18,4775000.0,39.6,1,,17.0,20.0,17,,False,False,9.6,0.0,7900.0,13142.0,1.0,506.0,0.0,
408,8,5250000.0,59.0,3,3.4,4.0,36.0,2,,False,False,8.4,,28030.0,6877.0,0.0,,1.0,635.0
409,3,17500000.0,183.7,11,3.4,7.0,138.8,7,,False,False,13.3,,23606.0,3148.0,0.0,,0.0,
410,1,7210000.0,61.5,3,2.92,5.0,43.2,4,,False,False,5.7,1.0,25407.0,3982.0,1.0,483.0,0.0,
411,15,25500000.0,113.0,2,3.0,4.0,67.0,2,,False,False,22.0,,25807.0,4655.0,0.0,,1.0,549.0
412,0,27250000.0,169.0,5,,12.0,89.0,9,,False,False,22.0,1.0,19008.0,3953.0,0.0,,1.0,69.0
413,13,10000000.0,68.9,3,2.5,9.0,40.4,4,,False,False,8.1,,40476.0,12170.0,1.0,416.0,2.0,695.0
414,10,18500000.0,131.0,3,2.8,20.0,64.0,19,,False,False,50.0,,39771.0,8672.0,1.0,139.0,0.0,
415,7,3600000.0,36.3,1,,12.0,21.5,6,False,False,False,7.5,0.0,43441.0,15944.0,1.0,175.0,0.0,
416,16,11200000.0,131.5,4,3.11,5.0,88.2,2,,False,False,10.4,,25387.0,4235.0,0.0,,1.0,643.0
417,8,6800000.0,81.1,4,2.7,16.0,45.1,9,,False,False,15.1,2.0,51811.0,15766.0,0.0,,0.0,
418,3,49950000.0,483.9,7,3.2,6.0,312.5,4,,False,False,26.4,,23079.0,945.0,3.0,461.0,3.0,22.0
419,18,7200000.0,69.75,3,3.4,4.0,43.3,4,,False,False,9.4,,23486.0,3027.0,0.0,,0.0,
420,5,4500000.0,56.0,3,2.5,5.0,40.0,1,,False,False,5.5,,20979.0,12531.0,1.0,288.0,0.0,
421,5,4600000.0,48.78,2,,25.0,27.0,14,,False,False,8.98,2.0,39180.0,16002.0,0.0,,1.0,930.0
422,12,5100000.0,50.0,2,2.5,9.0,32.0,4,False,False,False,8.0,1.0,13583.0,16174.0,0.0,,0.0,
423,2,3720000.0,34.09,1,2.64,18.0,15.9,13,,False,False,10.59,2.0,17755.0,16576.0,0.0,,1.0,594.0
424,3,22642800.0,149.6,4,,12.0,74.16,4,False,False,False,17.9,1.0,35992.0,10387.0,0.0,,0.0,
425,8,5900000.0,42.0,1,,17.0,18.0,12,,False,False,10.7,,17393.0,12525.0,0.0,,0.0,
426,10,3950000.0,56.6,3,,9.0,39.3,9,False,False,False,6.3,1.0,20752.0,15046.0,2.0,586.0,1.0,668.0
427,4,6051191.0,93.6,3,,,47.1,8,,False,False,16.8,0.0,22041.0,17369.0,0.0,,1.0,374.0
428,5,4789500.0,46.5,1,3.0,3.0,,1,,False,False,11.27,,44870.0,20802.0,0.0,,0.0,
429,11,50000000.0,131.1,4,3.0,12.0,80.8,6,,False,False,19.0,,33052.0,6555.0,0.0,,3.0,121.0
430,15,5799000.0,64.0,3,,9.0,40.0,7,,False,False,9.6,,12323.0,14914.0,0.0,,0.0,
431,20,4400000.0,34.6,1,2.58,17.0,15.9,11,,False,False,10.8,,35815.0,12293.0,2.0,287.0,2.0,340.0
432,9,6000000.0,69.0,3,,12.0,41.9,5,,False,False,10.0,1.0,32875.0,11950.0,0.0,,0.0,
433,14,7200000.0,43.0,1,,8.0,9.0,2,,False,False,23.0,,23900.0,5232.0,1.0,2137.0,1.0,933.0
434,20,24900000.0,249.0,7,,5.0,180.0,4,,False,False,,1.0,24810.0,6108.0,0.0,,0.0,
435,9,4799000.0,51.0,2,,5.0,31.0,1,,False,False,7.0,,32716.0,9794.0,1.0,201.0,1.0,796.0
436,5,9200000.0,82.93,2,,12.0,41.92,6,,False,False,16.74,2.0,39946.0,10720.0,1.0,2102.0,3.0,303.0
